STRAIN	AATT01000295.1	AATT01000296.1	AATT01000297.1	AATT01000298.1	AATT01000299.1	AATT01000300.1	AATT01000301.1	AATT01000302.1	AATT01000303.1	AATT01000306.1	AATT01000307.1	AATT01000308.1	AATT01000309.1	AATT01000310.1	AATT01000314.1	AATT01000315.1	AATT01000316.1	AATT01000317.1	AATT01000318.1	AATT01000319.1	AATT01000320.1	AATT01000321.1	AATT01000322.1	AATT01000323.1	AATT01000324.1	AATT01000325.1	AATT01000326.1	AATT01000327.1	AATT01000328.1	AATT01000329.1	AATT01000330.1	AATT01000331.1	AATT01000332.1	AATT01000333.1	AATT01000334.1	AATT01000335.1	AATT01000338.1	AATT01000339.1	AATT01000340.1	AATT01000341.1	AATT01000342.1	AATT01000343.1	AATT01000344.1	AATT01000345.1	AATT01000346.1	AATT01000347.1	AATT01000348.1	DS022300.1	DS022301.1	DS022302.1	DS022303.1	DS022304.1	DS022305.1	DS022306.1	DS022307.1	DS022308.1	DS022309.1	DS022310.1	DS022311.1	DS022312.1	DS022313.1	DS022314.1	DS022315.1	DS022316.1	DS022317.1	DS022318.1	DS022319.1	DS022320.1	DS022321.1	DS022322.1	TF5a1_Bdvirus
TER_4.2	98.42	95.72	83.90	253.60	83.69	87.91	83.51	156.30	86.01	70.75	91.38	173.61	79.14	73.55	59.83	61.34	86.98	109.56	49.79	769.93	95.89	63.79	54.23	81.33	72.24	206.58	97.09	249.73	96.17	399.90	57.17	919.13	596.14	53.41	97.62	136.93	135.49	79.33	67.63	74.21	53.20	86.14	717.24	67.21	66.18	2091.92	742.61	99.44	103.89	109.53	97.66	99.61	104.57	99.07	103.61	97.11	97.92	97.89	102.26	106.79	223.43	100.03	96.72	90.19	101.90	59.99	61.29	304.66	836.64	860.86	0.00
TF5a1_ES	169.00	84.46	89.92	571.34	118.39	158.34	139.73	502.58	147.55	123.11	76.30	470.60	99.95	127.61	114.81	102.53	120.95	1103.20	55.04	916.96	79.61	78.27	129.93	96.67	48.53	1325.42	214.62	1323.54	91.26	1005.23	122.16	1025.79	1628.06	78.54	102.89	1334.15	163.90	57.38	113.16	66.33	67.10	155.27	1219.41	102.47	24.08	1053.99	496.83	124.03	172.59	131.34	120.69	127.54	97.15	93.40	138.57	88.15	138.00	87.97	111.95	123.06	302.43	131.95	92.70	111.32	229.76	80.86	100.11	719.35	1084.86	933.52	87.75
TORO1_ES	76.19	67.73	61.53	244.36	79.38	78.54	79.54	186.24	81.21	93.33	78.56	178.40	58.02	75.81	90.67	61.57	107.01	128.04	50.25	321.39	80.42	50.88	43.06	61.01	71.05	256.35	108.42	373.11	87.27	479.50	58.32	1394.74	560.43	33.12	127.84	466.28	127.88	83.33	31.04	66.77	39.33	86.04	709.73	62.18	56.55	1878.74	595.92	97.49	114.02	96.64	87.60	77.19	92.00	89.00	91.77	86.52	75.44	74.02	76.94	85.28	242.39	92.02	66.51	80.30	113.01	51.54	58.96	263.73	920.07	550.27	0.09
TST75	24.98	21.63	24.17	141.26	24.02	26.87	35.87	114.07	22.48	28.19	21.71	144.74	21.27	22.71	27.82	23.81	34.91	205.75	16.74	293.43	28.13	25.53	21.48	20.95	19.78	196.25	32.62	501.25	24.88	355.80	39.09	610.30	397.19	14.64	35.68	419.90	33.28	20.39	21.38	43.23	19.58	30.53	198.98	27.77	15.22	757.89	131.31	27.54	30.50	28.42	27.16	27.41	28.12	27.37	30.88	25.75	27.96	25.74	24.98	30.30	87.94	27.25	26.52	23.61	61.38	16.05	21.38	131.83	292.30	367.01	0.00
TW16-050	52.58	40.07	30.01	104.72	35.98	42.41	42.90	89.70	38.03	29.21	42.55	69.57	39.86	29.35	35.16	34.56	36.65	43.47	20.51	881.69	36.40	24.49	31.96	40.37	32.18	93.35	45.09	104.84	37.65	195.30	8.15	327.24	269.39	24.09	32.97	165.26	57.05	12.37	33.69	27.60	22.65	38.87	293.02	25.43	26.17	556.67	355.04	41.44	47.47	48.52	43.72	48.58	43.75	40.71	44.99	39.18	42.25	35.35	39.34	44.90	93.74	45.23	42.50	45.74	54.71	25.91	24.53	178.65	391.02	540.97	0.00
TW16-164	53.16	40.07	29.58	100.26	40.35	42.83	41.96	90.70	47.05	28.22	41.42	64.48	39.60	33.19	37.49	37.50	40.95	39.74	26.22	392.28	39.90	34.15	28.88	39.09	33.12	106.62	53.14	89.03	42.15	164.81	22.35	242.49	263.71	24.95	35.17	132.72	66.97	20.98	38.85	28.86	21.61	43.24	315.23	31.72	27.53	410.68	346.15	46.21	52.55	51.67	40.04	49.94	40.98	41.20	40.41	46.66	48.58	38.25	41.14	44.64	93.50	41.00	38.43	40.96	53.13	24.09	26.20	148.45	387.09	455.56	0.00
TW16-206	56.81	40.71	26.59	93.96	38.13	38.40	42.78	77.05	39.09	30.65	40.16	71.32	37.80	30.71	34.54	39.67	36.29	48.58	20.49	989.57	36.54	27.29	27.23	35.61	32.06	98.21	47.77	117.00	37.71	181.58	10.35	253.02	273.72	21.77	35.94	136.06	55.58	23.74	33.82	30.90	21.51	32.61	287.45	29.15	25.31	358.94	306.47	42.33	52.00	53.86	41.49	47.26	43.28	42.46	47.19	41.51	42.46	45.14	41.20	44.80	82.90	48.30	36.67	48.67	55.68	26.68	27.31	105.55	368.61	776.89	0.00
TW16-279	54.41	48.87	24.27	104.04	42.96	43.16	45.83	93.19	36.56	28.97	44.03	80.16	39.79	30.11	41.05	38.77	39.78	52.46	20.05	780.93	35.04	27.67	32.10	39.47	37.27	108.42	53.66	98.35	36.29	179.82	8.15	195.70	306.38	25.17	36.42	140.68	61.76	22.01	33.45	29.68	16.23	34.29	311.70	28.67	34.59	299.88	331.95	42.35	60.50	53.18	44.46	51.13	42.90	48.75	48.35	40.73	42.19	41.60	42.06	52.78	83.90	43.78	33.59	44.71	55.74	27.44	28.98	136.94	410.27	533.15	0.00
TW16-280	55.72	52.81	29.98	98.07	39.00	43.30	43.98	87.91	37.30	29.35	42.42	82.33	37.24	30.03	35.74	37.68	37.15	45.80	25.89	1006.22	37.05	28.13	29.10	36.69	34.39	98.26	47.45	91.21	38.66	149.39	8.97	177.19	251.35	25.25	39.09	121.13	59.61	23.29	37.52	26.69	20.62	34.54	297.97	33.89	26.63	268.05	270.01	41.84	50.62	57.07	44.23	46.41	42.21	44.44	46.77	40.59	41.01	39.59	40.57	57.04	78.81	42.69	40.19	44.49	56.30	27.22	25.15	113.16	413.82	570.89	0.00
TW16-292	60.03	47.78	32.79	98.34	42.46	41.87	46.72	85.47	38.46	31.78	45.55	80.86	39.24	32.47	40.95	40.39	38.51	49.89	25.33	1135.89	36.45	28.17	33.47	37.05	34.70	97.12	50.97	96.26	41.79	152.61	9.95	212.64	244.44	25.17	38.19	119.72	63.20	21.95	40.02	30.28	21.24	39.12	300.09	33.97	30.99	329.11	254.86	43.73	56.01	55.16	47.20	49.66	44.90	45.23	48.49	44.67	44.51	42.66	42.27	52.70	80.87	50.61	40.68	50.45	56.89	28.50	29.36	108.56	435.19	572.79	0.00
TW16-293	53.50	47.81	30.52	98.14	37.17	40.24	40.83	90.89	42.04	28.63	39.74	78.72	38.69	35.52	37.12	35.78	36.74	44.66	22.55	740.94	34.35	30.03	30.56	40.29	30.64	105.06	47.70	93.59	37.91	174.30	9.24	177.82	297.12	25.90	36.30	152.16	62.15	21.65	34.61	25.71	21.19	31.56	287.73	31.03	28.68	274.87	297.80	41.01	52.08	51.03	41.62	50.13	41.83	42.86	42.22	41.46	41.79	37.85	39.95	52.22	85.69	43.94	39.46	44.18	55.25	24.58	26.21	132.95	394.49	503.92	0.00
TW16-295	52.16	46.15	28.96	95.89	37.09	39.29	41.75	85.72	44.83	29.96	39.98	73.55	35.55	35.16	36.13	34.28	39.02	42.28	28.33	790.90	33.92	29.98	29.37	32.60	31.09	99.01	49.49	104.24	36.58	156.32	10.36	242.39	253.66	23.03	49.92	114.13	54.25	20.93	22.01	25.87	20.57	33.74	297.48	32.78	30.47	375.30	205.80	42.21	50.86	56.61	41.01	44.94	42.22	41.47	40.67	39.55	39.48	39.44	39.34	50.05	88.66	51.34	38.76	50.63	54.55	23.66	25.03	129.71	401.33	523.18	0.00
TW16-304	55.83	42.04	29.66	93.70	38.40	45.75	44.29	82.71	41.57	30.47	44.35	73.46	34.17	29.40	37.90	40.05	41.79	46.10	20.20	985.32	37.84	31.94	34.21	32.49	38.71	95.10	50.86	88.37	40.66	140.13	9.75	199.51	230.04	26.23	39.22	104.95	63.02	25.00	38.59	27.66	20.44	35.46	307.88	31.71	32.37	317.66	299.72	44.56	53.74	49.12	44.52	43.47	46.08	48.61	45.30	43.85	44.41	41.52	43.39	46.90	78.63	47.37	44.02	48.30	55.70	26.24	27.59	99.98	415.40	626.01	0.00
TW16-519	45.01	42.96	13.68	121.21	39.38	60.86	49.81	73.57	36.72	31.40	40.90	70.27	38.19	32.36	30.91	30.31	38.36	71.65	25.63	714.24	49.48	33.55	28.57	34.16	32.80	117.22	45.95	294.39	39.25	135.13	23.44	224.33	310.89	19.22	35.97	180.14	63.27	8.93	34.83	24.63	22.10	36.22	281.91	26.95	28.65	452.92	99.67	42.84	46.98	54.26	42.79	45.46	43.52	45.29	46.91	41.27	43.66	42.90	41.97	47.92	81.16	44.08	42.75	39.76	56.66	26.39	32.46	107.69	423.74	502.72	0.00
UKBEL	86.56	69.75	53.45	161.77	67.21	73.66	101.07	118.51	73.20	74.85	53.88	113.19	74.53	71.96	78.03	45.42	106.74	116.29	42.99	605.82	75.28	30.12	39.57	55.29	58.07	169.88	88.33	212.85	54.51	276.16	69.19	482.81	314.32	25.68	66.16	226.30	107.32	19.77	37.39	103.72	29.04	56.65	609.12	24.06	9.71	699.66	407.57	85.68	105.55	101.21	85.16	82.56	82.74	98.56	97.61	81.29	82.86	82.29	75.90	86.21	149.10	100.83	62.08	86.04	97.70	44.98	46.83	120.34	641.55	835.77	0.00
UKBER	105.85	93.30	90.11	216.41	83.73	94.51	132.28	168.65	96.69	104.99	79.02	155.60	101.55	98.74	110.56	62.58	144.91	157.85	65.50	705.59	102.58	43.30	56.31	78.86	71.17	223.93	117.28	297.14	74.34	284.22	96.52	267.56	409.16	39.36	85.39	324.88	144.00	26.93	55.75	144.48	48.31	84.54	708.73	31.49	97.35	360.88	286.66	115.17	133.62	122.74	114.28	113.23	112.59	117.34	112.64	105.61	110.54	110.84	99.24	119.53	159.07	114.35	101.32	97.51	126.85	55.91	66.51	112.29	897.55	943.55	0.00
UKMAB	129.73	88.00	57.45	199.95	100.23	79.28	92.58	188.36	106.91	77.74	73.19	163.11	87.03	88.64	115.32	58.98	132.29	103.28	52.43	857.39	89.73	80.38	54.88	81.73	74.06	183.58	126.02	202.87	81.34	259.12	83.30	752.81	273.55	54.31	124.71	151.99	153.14	63.84	45.22	133.53	40.33	82.62	749.83	73.69	67.60	936.63	467.06	101.81	144.80	134.17	103.99	102.59	104.91	105.46	103.83	102.92	101.22	123.45	96.19	107.45	196.73	105.25	95.68	101.63	110.84	52.53	71.61	153.97	1130.53	1046.29	0.00
UKTVB	103.39	92.72	28.53	206.52	72.70	161.07	107.23	126.72	54.83	76.13	89.46	158.67	75.30	66.89	81.45	66.13	78.63	140.30	20.54	547.19	147.45	28.69	39.55	73.31	76.08	337.87	105.79	494.82	65.91	370.70	23.94	1228.60	1006.50	47.61	88.56	247.22	93.72	18.46	45.30	37.53	29.74	87.45	608.57	24.33	35.21	1106.35	838.30	92.55	98.51	127.23	93.98	91.63	96.23	97.57	120.91	62.93	93.91	94.88	90.09	101.60	190.50	97.07	65.97	90.78	123.58	65.79	69.63	205.53	789.93	688.62	0.00
UM142	98.90	74.55	78.10	189.81	77.40	93.94	57.40	244.40	72.12	73.03	65.35	194.13	33.80	63.56	74.90	71.51	66.42	138.59	27.71	981.17	70.73	71.75	63.68	60.46	72.80	273.94	87.32	294.20	73.53	283.31	73.12	297.05	242.87	66.70	96.09	336.20	104.45	49.28	94.08	90.63	66.86	89.12	413.33	56.48	55.19	392.72	420.10	71.60	76.27	76.61	73.52	72.84	76.87	75.76	77.12	71.17	74.44	73.48	73.79	85.42	128.54	74.06	75.45	67.20	106.24	55.48	90.68	266.86	407.05	835.92	65.56
VA02	81.93	78.07	67.46	185.80	65.03	74.61	68.00	121.01	72.29	58.70	78.27	132.31	79.80	60.05	50.01	53.55	66.03	91.67	34.59	1884.52	66.64	54.49	42.48	89.75	60.49	160.70	78.70	162.76	76.35	242.41	47.50	455.83	389.73	46.48	96.71	103.48	111.86	66.36	45.65	56.10	43.18	71.71	564.43	53.26	52.85	1091.85	405.66	75.63	80.54	81.95	76.26	102.70	83.27	79.34	80.08	77.21	78.52	79.08	82.62	85.88	152.62	80.25	79.89	73.65	87.77	47.44	49.57	192.00	797.06	1234.18	0.00
VC1_CA	41.33	38.09	48.31	212.36	38.51	63.20	50.18	138.96	52.43	50.89	40.76	143.13	47.69	40.28	46.52	35.58	42.54	106.20	19.84	164.19	37.03	41.79	29.99	53.60	31.64	252.51	58.71	530.63	33.92	309.63	17.79	521.33	423.89	17.39	36.10	367.18	45.39	13.99	38.65	29.49	31.46	54.45	331.48	42.17	33.64	893.73	261.50	40.56	46.31	57.10	35.18	59.70	42.89	45.02	56.76	28.50	54.83	34.81	35.08	45.89	125.97	42.99	36.79	38.44	86.91	33.09	28.91	224.03	441.83	100.68	0.11
VOR3_CH	65.38	81.22	64.57	337.71	69.88	95.66	100.33	203.66	79.49	70.13	81.56	208.97	64.88	89.28	78.39	54.48	89.78	195.24	34.48	746.61	50.01	62.82	81.25	68.61	74.38	284.12	89.65	977.58	64.20	433.13	57.14	851.83	980.24	41.00	78.36	520.81	91.28	19.37	102.43	89.11	39.24	84.18	618.58	59.73	50.75	1718.47	166.76	88.50	97.41	97.52	88.97	81.71	90.42	97.88	96.59	57.77	90.05	88.87	76.78	98.32	208.51	93.11	88.91	81.90	142.02	55.86	56.87	211.11	849.52	790.96	0.00
picosAo1	105.66	85.82	68.72	218.73	86.52	65.89	100.61	180.73	80.47	52.07	73.58	165.23	106.69	67.52	108.59	46.74	115.79	160.41	60.42	1089.54	77.37	55.23	43.97	80.83	61.98	188.66	89.19	359.11	62.23	406.73	78.58	684.87	475.42	28.40	118.70	278.57	138.59	67.29	20.58	113.98	56.99	78.57	742.90	58.36	59.00	935.99	347.23	92.88	116.85	116.42	115.17	116.25	113.43	101.46	112.67	87.65	111.12	100.20	94.07	109.78	191.14	103.19	82.36	96.13	117.56	52.21	50.07	177.43	922.05	1114.55	0.00
